12-MAY-20,Mar 2020,$0.08,$0.11,0.03,37.5,DT
28-APR-20,Mar 2020,$1.78,$1.66,-0.12,-6.7,DTE
12-MAY-20,Mar 2020,$1.21,$1.14,-0.07,-5.7,DUK
05-MAY-20,Mar 2020,$1.46,$1.83,0.37,25.3,DVA
05-MAY-20,Mar 2020, - $0.18,$0.13,0.31,172.2,DVN
28-MAY-20,Mar 2020,$0.97,$1.20,0.23,23.7,DXC
28-APR-20,Mar 2020,$0.10,$0.44,0.34,340.0,DXCM
05-MAY-20,Mar 2020,$0.98,$1.34,0.36,36.7,EA
06-MAY-20,Mar 2020,$0.56,$0.45,-0.11,-19.6,EAF
29-APR-20,Mar 2020,$0.74,$0.77,0.03,4.0,EBAY
28-APR-20,Mar 2020,$1.07,$1.13,0.06,5.6,ECL
07-MAY-20,Mar 2020,$1.43,$1.34,-0.09,-6.2,ED
28-APR-20,Mar 2020,$0.75,$0.55,-0.20,-26.6,EEFT
20-APR-20,Mar 2020,$1.29,$1.40,0.11,8.5,EFX
28-APR-20,Mar 2020,$0.87,$0.87,0.00,0.0,EHC
30-APR-20,Mar 2020,$0.77,$0.63,-0.14,-18.1,EIX
01-MAY-20,Mar 2020,$0.72,$0.85,0.13,18.0,EL
07-MAY-20,Mar 2020,$0.24,$0.13,-0.11,-45.8,ELAN
20-APR-20,Mar 2020,$0.59,$0.59,0.00,0.0,ELS
30-APR-20,Mar 2020,$1.72,$2.03,0.31,18.0,EMN
21-APR-20,Mar 2020,$0.76,$0.89,0.13,17.1,EMR
05-MAY-20,Mar 2020,$0.32,$0.38,0.06,18.7,ENPH
07-MAY-20,Mar 2020,$0.36,$0.37,0.01,2.7,ENR
21-APR-20,Mar 2020,$0.51,$0.55,0.04,7.8,ENTG
07-MAY-20,Mar 2020,$0.73,$0.55,-0.18,-24.6,EOG
07-MAY-20,Mar 2020,$1.40,$1.43,0.03,2.1,EPAM
06-MAY-20,Mar 2020,$1.15,$1.14,-0.01,-0.8,EPR
04-MAY-20,Mar 2020,$0.18,$0.08,-0.10,-55.5,EQC
07-MAY-20,Mar 2020,$1.14,$1.08,-0.06,-5.2,EQH
06-MAY-20,Mar 2020,$5.98,$6.21,0.23,3.8,EQIX
05-MAY-20,Mar 2020,$0.87,$0.87,0.00,0.0,EQR
07-MAY-20,Mar 2020,$1.53,$1.13,-0.40,-26.1,ERIE
06-MAY-20,Mar 2020,$1.02,$1.02,0.00,0.0,ES
30-APR-20,Mar 2020,$0.20,$0.25,0.05,25.0,ESI
22-APR-20,Mar 2020,$0.17,$0.02,-0.15,-88.2,ESRT
