Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,186.979996,187.330002,186.279999,187.160004,184.698212,832900
2020-02-19,187.729996,188.470001,187.600006,188.059998,185.586365,394600
2020-02-20,187.679993,188.289993,185.559998,187.399994,184.935043,810400
2020-02-21,186.580002,187.020004,184.949997,185.389999,182.951492,1236200
2020-02-24,179.610001,181.089996,178.619995,179.300003,176.941605,1865900
2020-02-25,180.199997,180.460007,173.320007,173.809998,171.523804,2295000
2020-02-26,174.490005,176.710007,172.580002,172.970001,170.694855,2797000
2020-02-27,169.509995,171.929993,165.270004,165.330002,163.155365,3366700
2020-02-28,160.199997,164.399994,158.559998,164.229996,162.069809,4418000
2020-03-02,165.660004,171.449997,163.460007,171.380005,169.125763,3257500
2020-03-03,171.889999,174.070007,165.160004,166.750000,164.556671,1788700
2020-03-04,170.059998,173.639999,168.360001,173.550003,171.267227,1655900
2020-03-05,169.229996,171.029999,166.389999,167.820007,165.612595,1353000
2020-03-06,162.570007,165.520004,160.940002,164.839996,162.671783,3101500
2020-03-09,154.520004,157.250000,151.380005,151.960007,149.961212,1732600
2020-03-10,157.539993,159.509995,151.229996,159.509995,157.411896,3062400
2020-03-11,155.250000,155.889999,149.619995,151.410004,149.418442,2361500
2020-03-12,140.830002,146.979996,133.729996,137.000000,135.197968,3227300
2020-03-13,144.669998,149.639999,137.399994,149.169998,147.207916,2522400
2020-03-16,134.600006,141.179993,130.000000,131.410004,129.681519,2784300
2020-03-17,134.160004,140.119995,129.660004,139.779999,137.941422,2019400
2020-03-18,130.970001,134.669998,124.750000,132.169998,130.431503,1937600
2020-03-19,130.330002,135.240005,126.570000,132.220001,130.480850,2415800
2020-03-20,133.550003,135.000000,125.739998,126.169998,124.510429,2018200
2020-03-23,125.809998,126.279999,120.199997,122.989998,121.372261,2284400
2020-03-24,129.820007,134.720001,129.259995,134.649994,132.878891,2786700
2020-03-25,134.899994,141.059998,131.880005,135.789993,134.748428,2960200
2020-03-26,137.000000,144.520004,137.000000,143.949997,142.845840,1425100
2020-03-27,139.830002,143.580002,137.910004,139.509995,138.439896,2306400
2020-03-30,140.610001,144.190002,139.350006,143.770004,142.667236,2991100
2020-03-31,143.369995,144.660004,140.740005,141.529999,140.444397,1957500
2020-04-01,136.410004,138.070007,133.979996,135.300003,134.262192,1149500
2020-04-02,134.580002,138.679993,134.369995,138.100006,137.040726,2266200
2020-04-03,137.610001,138.800003,134.389999,135.960007,134.917145,1372000
2020-04-06,141.279999,146.250000,140.740005,145.300003,144.185501,1970200
2020-04-07,150.630005,150.850006,145.330002,145.470001,144.354187,1438000
2020-04-08,147.220001,151.240005,145.750000,150.639999,149.484528,1628300
2020-04-09,152.690002,154.619995,151.500000,152.960007,151.786743,1390200
2020-04-13,152.330002,152.690002,149.139999,151.350006,150.189102,1483100
2020-04-14,154.479996,156.490005,153.979996,156.070007,154.872879,1179600
2020-04-15,153.190002,153.550003,151.339996,152.669998,151.498947,1995000
2020-04-16,153.440002,153.800003,151.509995,153.320007,152.143997,752500
2020-04-17,156.860001,157.960007,155.309998,157.679993,156.470535,742500
2020-04-20,155.389999,157.419998,154.699997,154.850006,153.662262,1170600
2020-04-21,152.429993,152.990005,149.600006,150.190002,149.037994,1345100
2020-04-22,153.229996,154.369995,152.339996,153.419998,152.243210,538700
2020-04-23,154.350006,156.149994,153.380005,153.610001,152.431747,1107500
2020-04-24,154.589996,156.059998,153.240005,155.779999,154.585114,947500
2020-04-27,156.919998,158.800003,156.630005,158.199997,156.986542,874800
2020-04-28,160.550003,160.580002,157.399994,157.630005,156.420914,1207700
2020-04-29,160.779999,162.800003,160.270004,161.830002,160.588699,610100
2020-04-30,161.039993,161.320007,159.350006,160.210007,158.981140,1714200
2020-05-01,157.419998,157.639999,155.110001,155.869995,154.674408,553600
2020-05-04,154.770004,156.500000,153.839996,156.479996,155.279724,642500
2020-05-05,158.199997,159.559998,157.610001,157.929993,156.718613,822800
2020-05-06,158.889999,159.149994,156.839996,156.860001,155.656830,791700
2020-05-07,158.970001,160.089996,158.690002,158.919998,157.701019,737300
2020-05-08,160.860001,161.990005,160.279999,161.759995,160.519226,1316600
2020-05-11,160.529999,162.619995,160.259995,161.889999,160.648239,891200
2020-05-12,162.559998,162.740005,158.339996,158.339996,157.125473,1271000
2020-05-13,158.190002,158.610001,153.970001,155.419998,154.227859,677300
2020-05-14,153.869995,157.440002,152.399994,157.440002,156.232391,1078300
2020-05-15,155.929993,158.139999,155.350006,158.139999,156.927002,431300
2020-05-18,161.979996,164.000000,161.949997,162.960007,161.710052,1417000
2020-05-19,162.830002,163.830002,161.429993,161.429993,160.191772,608500
2020-05-20,163.800003,164.779999,163.490005,164.229996,162.970291,537500
2020-05-21,164.179993,164.720001,162.509995,163.130005,161.878738,264300
2020-05-22,163.350006,163.720001,162.410004,163.539993,162.285583,1214400
2020-05-26,167.270004,167.339996,165.550003,165.839996,164.567932,905100
2020-05-27,167.570007,168.289993,164.429993,168.289993,166.999146,738800
2020-05-28,168.990005,170.020004,167.460007,167.800003,166.512909,677600
2020-05-29,167.490005,169.000000,166.139999,168.470001,167.177765,2404300
2020-06-01,168.490005,169.940002,168.080002,169.529999,168.229645,458400
2020-06-02,170.220001,170.929993,169.339996,170.929993,169.618896,1613500
2020-06-03,172.250000,173.940002,172.070007,173.360001,172.030258,704000
2020-06-04,172.970001,173.809998,171.619995,172.880005,171.553955,625800
2020-06-05,176.250000,178.429993,176.240005,177.309998,175.949966,945500
2020-06-08,178.070007,179.759995,177.619995,179.750000,178.371246,1901100
2020-06-09,177.869995,178.990005,177.309998,178.059998,176.694214,1046500
2020-06-10,178.539993,178.919998,176.550003,176.979996,175.622482,1106000
2020-06-11,172.229996,173.009995,166.380005,166.639999,165.361816,675800
2020-06-12,170.880005,171.559998,165.550003,168.750000,167.455627,918100
2020-06-15,164.699997,170.529999,163.990005,169.979996,169.278061,2002900
2020-06-16,174.789993,174.990005,170.369995,173.199997,172.484756,1795100
2020-06-17,173.869995,173.940002,172.080002,172.369995,171.658188,602500
2020-06-18,171.500000,172.869995,171.100006,172.539993,171.827484,449000
2020-06-19,174.789993,174.789993,170.860001,171.660004,170.951126,594100
2020-06-22,171.330002,172.940002,170.619995,172.809998,172.096375,449900
2020-06-23,174.429993,174.779999,173.179993,173.369995,172.654053,451400
2020-06-24,172.229996,172.550003,167.789993,168.869995,168.172638,1115000
2020-06-25,168.559998,170.919998,167.369995,170.750000,170.044876,716700
2020-06-26,170.179993,170.250000,166.580002,166.779999,166.091278,1601100
2020-06-29,167.589996,169.149994,166.119995,169.149994,168.451477,761600
2020-06-30,169.039993,172.429993,168.960007,171.679993,170.971039,1416000
2020-07-01,172.199997,173.429993,171.880005,172.789993,172.076447,988100
2020-07-02,174.929993,175.660004,173.320007,173.740005,173.022537,606200
2020-07-06,176.179993,176.610001,175.589996,176.360001,175.631714,502500
2020-07-07,175.550003,176.750000,174.440002,174.639999,173.918823,1519400
2020-07-08,175.100006,176.139999,174.210007,176.029999,175.303085,475500
2020-07-09,176.470001,176.610001,173.029999,175.220001,174.496429,654600
2020-07-10,175.020004,177.080002,174.259995,177.009995,176.279022,545300
2020-07-13,178.429993,179.789993,174.750000,175.009995,174.287292,1571900
2020-07-14,174.380005,177.490005,173.429993,177.380005,176.647507,607700
2020-07-15,179.479996,179.679993,177.580002,179.119995,178.380310,445700
2020-07-16,178.059998,178.809998,177.570007,178.470001,177.733002,475600
2020-07-17,179.179993,179.589996,178.020004,179.169998,178.430115,345900
2020-07-20,179.089996,181.139999,178.669998,180.830002,180.083252,467800
2020-07-21,182.149994,182.160004,180.509995,180.979996,180.232635,811300
2020-07-22,180.800003,182.289993,180.800003,182.149994,181.397797,379700
2020-07-23,181.850006,182.449997,179.050003,179.869995,179.127213,473600
2020-07-24,179.029999,179.350006,177.779999,178.600006,177.862473,376800
2020-07-27,179.070007,180.220001,178.639999,180.190002,179.445908,470900
2020-07-28,179.559998,180.330002,178.729996,178.949997,178.211014,393100
2020-07-29,179.440002,181.589996,179.440002,181.320007,180.571243,501300
2020-07-30,179.369995,180.929993,178.279999,180.679993,179.933868,359600
2020-07-31,181.839996,181.889999,179.070007,181.869995,181.118958,874000
2020-08-03,182.979996,183.820007,182.630005,183.440002,182.682480,863800
2020-08-04,183.000000,184.020004,182.729996,184.000000,183.240173,513000
2020-08-05,184.970001,185.410004,184.779999,185.229996,184.465088,300700
2020-08-06,184.970001,186.389999,184.770004,186.360001,185.590424,671900
2020-08-07,185.729996,186.460007,184.970001,186.279999,185.510757,355600
2020-08-10,186.630005,186.830002,185.350006,186.669998,185.899139,444200
2020-08-11,187.470001,187.800003,184.820007,185.199997,184.435211,433400
2020-08-12,186.809998,188.160004,186.779999,187.610001,186.835266,933700
2020-08-13,187.259995,188.389999,187.009995,187.600006,186.825302,454400
2020-08-14,187.279999,187.839996,186.940002,187.500000,186.725708,388500
2020-08-17,188.059998,188.490005,187.949997,188.369995,187.592117,413200
2020-08-18,188.570007,189.020004,187.639999,188.759995,187.980499,404400
2020-08-19,189.020004,189.250000,187.600006,187.979996,187.203720,886800
2020-08-20,186.789993,188.899994,186.589996,188.529999,187.751465,521100
2020-08-21,188.529999,189.300003,188.300003,189.089996,188.309143,328400
2020-08-24,190.660004,190.940002,189.850006,190.910004,190.121628,393000
2020-08-25,191.309998,191.619995,190.580002,191.570007,190.778915,608600
2020-08-26,191.960007,193.740005,191.740005,193.520004,192.720856,568500
2020-08-27,194.119995,194.990005,193.080002,193.970001,193.168991,434100
2020-08-28,194.860001,195.440002,194.089996,195.259995,194.453659,343000
2020-08-31,195.460007,195.990005,194.649994,195.149994,194.344116,1074000
2020-09-01,195.479996,196.910004,194.990005,196.789993,195.977341,470900
2020-09-02,198.000000,199.869995,196.929993,199.440002,198.616409,820600
2020-09-03,198.229996,198.300003,190.830002,192.399994,191.605469,1150200
2020-09-04,192.830002,193.600006,186.190002,190.559998,189.773071,2830800
2020-09-08,187.210007,187.889999,185.070007,185.160004,184.395386,710800
2020-09-09,187.779999,190.289993,187.240005,188.880005,188.100021,440100
2020-09-10,190.199997,190.619995,185.300003,185.869995,185.102432,466800
2020-09-11,187.080002,187.429993,184.119995,185.779999,185.012817,723000
2020-09-14,187.889999,189.429993,187.729996,188.690002,187.910797,322400
2020-09-15,190.300003,190.710007,189.100006,189.710007,188.926590,413100
2020-09-16,190.559998,191.380005,188.899994,188.990005,188.209564,368100
2020-09-17,186.089996,188.229996,185.669998,187.320007,186.546463,359300
2020-09-18,188.029999,188.199997,183.809998,185.369995,184.604507,1103300
2020-09-21,182.690002,183.509995,180.369995,183.470001,182.712357,551700
2020-09-22,184.500000,185.559998,182.809998,185.250000,184.485001,343300
2020-09-23,184.820007,184.910004,179.839996,180.059998,180.059998,377300
2020-09-24,179.339996,182.380005,178.289993,180.460007,180.460007,1630300
2020-09-25,180.149994,184.000000,179.660004,183.589996,183.589996,743700
2020-09-28,186.089996,187.020004,185.600006,186.750000,186.750000,603600
2020-09-29,186.580002,186.970001,185.360001,185.770004,185.770004,539700
2020-09-30,186.000000,188.929993,186.000000,187.149994,187.149994,676700
2020-10-01,188.479996,189.190002,187.449997,188.509995,188.509995,552400
2020-10-02,185.470001,188.029999,184.979996,186.940002,186.940002,499700
2020-10-05,188.210007,190.350006,188.210007,190.270004,190.270004,463400
2020-10-06,190.419998,191.699997,187.429993,187.699997,187.699997,473500
2020-10-07,189.449997,191.449997,189.449997,190.929993,190.929993,255800
2020-10-08,192.279999,192.710007,191.690002,192.589996,192.589996,498900
2020-10-09,193.759995,194.690002,193.369995,194.320007,194.320007,457000
2020-10-12,195.839996,198.199997,195.630005,197.309998,197.309998,443100
2020-10-13,197.320007,197.320007,195.800003,196.339996,196.339996,316300
2020-10-14,196.580002,197.270004,194.679993,195.160004,195.160004,292300
2020-10-15,192.690002,195.139999,192.289993,194.839996,194.839996,1817700
2020-10-16,195.580002,196.589996,194.610001,194.610001,194.610001,561500
2020-10-19,195.339996,195.880005,191.429993,191.800003,191.800003,357400
2020-10-20,192.809998,194.369995,192.190002,192.440002,192.440002,262600
2020-10-21,192.550003,193.649994,191.850006,191.850006,191.850006,430600
2020-10-22,192.250000,193.440002,190.889999,193.169998,193.169998,431300
2020-10-23,193.820007,193.820007,192.270004,193.809998,193.809998,669800
2020-10-26,191.740005,192.270004,188.100006,190.149994,190.149994,742100
2020-10-27,190.479996,190.649994,189.509995,189.520004,189.520004,1046600
2020-10-28,186.110001,186.500000,182.919998,183.190002,183.190002,962000
2020-10-29,183.389999,186.809998,182.520004,185.119995,185.119995,880200
2020-10-30,183.970001,184.820007,180.779999,182.850006,182.850006,905000
2020-11-02,184.850006,186.029999,183.149994,184.929993,184.929993,1068100
2020-11-03,186.899994,189.309998,186.490005,188.179993,188.179993,527500
2020-11-04,190.750000,194.850006,190.300003,192.559998,192.559998,408700
2020-11-05,195.820007,197.289993,195.500000,196.490005,196.490005,377900
2020-11-06,196.300003,197.089996,195.130005,196.520004,196.520004,684200
2020-11-09,202.869995,203.789993,198.300003,198.500000,198.500000,711400
2020-11-10,197.929993,198.580002,196.000000,198.080002,198.080002,438500
2020-11-11,199.550003,200.050003,198.740005,199.619995,199.619995,323200
2020-11-12,199.199997,199.559998,196.759995,197.750000,197.750000,536200
2020-11-13,199.080002,200.779999,198.619995,200.339996,200.339996,444200
2020-11-16,202.360001,202.800003,201.259995,202.789993,202.789993,552100
2020-11-17,201.710007,202.880005,200.880005,202.149994,202.149994,659400
2020-11-18,202.429993,202.880005,200.039993,200.039993,200.039993,688200
2020-11-19,199.660004,201.320007,199.070007,201.070007,201.070007,883200
2020-11-20,201.100006,201.169998,199.910004,200.009995,200.009995,413500
2020-11-23,201.110001,201.919998,199.990005,201.360001,201.360001,593900
2020-11-24,203.009995,204.820007,202.369995,204.449997,204.449997,1054100
2020-11-25,204.399994,204.690002,203.539993,204.399994,204.399994,592400
2020-11-27,205.110001,205.490005,204.690002,205.110001,205.110001,256800
2020-11-30,205.009995,205.070007,202.500000,204.229996,204.229996,1404500
